,Name,Original Price,Discounted Price,Ratings,Star Ratings,Discount %
370,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
371,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
372,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
373,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
374,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
375,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
376,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
377,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
378,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
379,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
380,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
381,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
382,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
383,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
384,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
385,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
386,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
387,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
388,M.A.C Lipstick / Mini,1100,1100,19564,3,0
389,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
390,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
391,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
392,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
393,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
394,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
395,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
396,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
397,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
398,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
399,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
400,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
401,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
402,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
403,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
404,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
405,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
406,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
407,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
408,M.A.C Lipstick / Mini,1100,1100,19564,3,0
409,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
410,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
411,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
412,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
413,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
414,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
415,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
416,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
417,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
418,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
419,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
420,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
421,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
422,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
423,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
424,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
425,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
426,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
427,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
428,M.A.C Lipstick / Mini,1100,1100,19564,3,0
429,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
430,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
431,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
432,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
433,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
434,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
435,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
436,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
437,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
438,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
439,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
440,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
441,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
442,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
443,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
444,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
445,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
446,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
447,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
448,M.A.C Lipstick / Mini,1100,1100,19564,3,0
449,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
450,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
451,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
452,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
453,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
454,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
455,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
456,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
457,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
458,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
459,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
460,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
461,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
462,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
463,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
464,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
465,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
466,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
467,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
468,M.A.C Lipstick / Mini,1100,1100,19564,3,0
469,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
470,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
471,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
472,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
473,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
474,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
475,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
476,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
477,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
478,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
479,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
480,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
481,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
482,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
483,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
484,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
485,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
486,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
487,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
488,M.A.C Lipstick / Mini,1100,1100,19564,3,0
489,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
490,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
491,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
492,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
493,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
494,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
495,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
496,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
497,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
498,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
499,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
500,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
501,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
502,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
503,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
504,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
505,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
506,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
507,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
508,M.A.C Lipstick / Mini,1100,1100,19564,3,0
509,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
510,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
511,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
512,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
513,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
514,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
515,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
516,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
517,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
518,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
519,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
520,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
521,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
522,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
523,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
524,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
525,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
526,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
527,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
528,M.A.C Lipstick / Mini,1100,1100,19564,3,0
529,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
530,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
531,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
532,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
533,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
534,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
535,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
536,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
537,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
538,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
539,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
540,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
541,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
542,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
543,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
544,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
545,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
546,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
547,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
548,M.A.C Lipstick / Mini,1100,1100,19564,3,0
549,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
550,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
551,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
552,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
553,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
554,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
555,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
556,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
557,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
558,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
559,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
560,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
561,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
562,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
563,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
564,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
565,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
566,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
567,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
568,M.A.C Lipstick / Mini,1100,1100,19564,3,0
569,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
570,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
571,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
572,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
573,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
574,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
575,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
576,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
577,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
578,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
579,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
580,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
581,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
582,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
583,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
584,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
585,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
586,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
587,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
588,M.A.C Lipstick / Mini,1100,1100,19564,3,0
589,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
590,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
591,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
592,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
593,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
594,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
595,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
596,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
597,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
598,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
599,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
600,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
601,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
602,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
603,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
604,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
605,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
606,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
607,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
608,M.A.C Lipstick / Mini,1100,1100,19564,3,0
609,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
610,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
611,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
612,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
613,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
614,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
615,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
616,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
617,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
618,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
619,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
620,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
621,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
622,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
623,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
624,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
625,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
626,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
627,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
628,M.A.C Lipstick / Mini,1100,1100,19564,3,0
629,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
630,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
631,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
632,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
633,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
634,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
635,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
636,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
637,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
638,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
639,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
640,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
641,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
642,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
643,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
644,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
645,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
646,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
647,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
648,M.A.C Lipstick / Mini,1100,1100,19564,3,0
649,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
650,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
651,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
652,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
653,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
654,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
655,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
656,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
657,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
658,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
659,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
660,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
